question_id ;question_english;correct_answer_english;incorrect_answer_1_english;incorrect_answer_2_english;incorrect_answer_3_english;question_french;correct_answer_french;incorrect_answer_1_french;incorrect_answer_2_french;incorrect_answer_3_french
B-005-010-001;How does a coil react to AC?;As the frequency of the applied AC increases, the reactance increases;As the amplitude of the applied AC increases, the reactance decreases;As the amplitude of the applied AC increases, the reactance increases;As the frequency of the applied AC increases, the reactance decreases;Comment une bobine réagit-elle dans un circuit CA?;La réactance de la bobine augmente à mesure que la fréquence appliquée augmente;La réactance de la bobine diminue à mesure que l'amplitude du signal augmente;La réactance de la bobine augmente à mesure que l'amplitude du signal augmente;La réactance de la bobine diminue à mesure que la fréquence appliquée augmente
B-005-010-002;How does a capacitor react to AC?;As the frequency of the applied AC increases, the reactance decreases;As the frequency of the applied AC increases, the reactance increases;As the amplitude of the applied AC increases, the reactance increases;As the amplitude of the applied AC increases, the reactance decreases;Comment réagit un condensateur dans un circuit CA?;La réactance diminue à mesure que la fréquence appliquée augmente;La réactance augmente à mesure que la fréquence appliquée augmente;La réactance augmente à mesure que l'amplitude du signal augmente;La réactance diminue à mesure que l'amplitude du signal augmente
B-005-010-003;The reactance of capacitors increases as:;frequency decreases;applied voltage increases;applied voltage decreases;frequency increases;La réactance d'un condensateur augmente lorsque :;la fréquence diminue;la tension appliquée augmente;la tension appliquée diminue;la fréquence augmente
B-005-010-004;In inductances, AC may be opposed by both resistance of winding wire and reactance due to inductive effect. The term which includes resistance and reactance is:;impedance;resonance;inductance;capacitance;Dans les bobines, le courant alternatif peut être freiné par la résistance du fil de l'enroulement et par la réactance due à des effets inductifs. Le terme qui regroupe la résistance et la réactance est :;l'impédance;la résonance;l'inductance;la capacité
B-005-010-005;Capacitive reactance:;decreases as frequency increases;applies only to series RLC circuits;increases as frequency increases;increases with the time constant;La réactance capacitive :;diminue quand la fréquence augmente;ne s'applique qu'aux circuits RLC en série;augmente quand la fréquence augmente;augmente avec la constante de temps
B-005-010-006;Inductive reactance may be increased by:;an increase in the applied frequency;a decrease in the applied frequency;a decrease in the supplied current;an increase in the applied voltage;On peut augmenter la réactance inductive en :;augmentant la fréquence appliquée;diminuant la fréquence appliquée;diminuant le courant fourni;augmentant la tension appliquée
B-005-010-007;What property allows a coil wound on a ferrite core to mitigate the effects of an offending radio signal?;High reactance at radio frequencies;Low reactance at radio frequencies;Low reactance at audio frequencies;High reactance at audio frequencies;Qu'est-ce qui permet à une bobine sur noyau de ferrite de réduire les effets d'un signal radio brouilleur?;Une haute réactance aux fréquences radio;Une basse réactance aux fréquences radio;Une basse réactance aux fréquences audio;Une haute réactance aux fréquences audio
B-005-010-008;What property allows an RF bypass capacitor on an audio circuit to divert an offending radio signal?;Low reactance at radio frequencies;High reactance at radio frequencies;Low reactance at audio frequencies;High reactance at audio frequencies;Qu'est-ce qui permet à un condensateur de dérivation ("bypass") RF sur un circuit audio de détourner un signal radio brouilleur?;Une basse réactance aux fréquences radio;Une haute réactance aux fréquences radio;Une basse réactance aux fréquences audio;Une haute réactance aux fréquences audio
B-005-010-009;What property allows an RF bypass capacitor to have little effect on an audio circuit?;High reactance at low frequencies;Low reactance at high frequencies;High reactance at high frequencies;Low reactance at low frequencies;Qu'est-ce qui permet à un condensateur de dérivation ("bypass") RF d'avoir un effet négligeable sur un circuit audio?;Une haute réactance aux fréquences basses;Une basse réactance aux fréquences élevées;Une haute réactance aux fréquences élevées;Une basse réactance aux fréquences basses
B-005-010-010;What property allows an RF choke coil to have little effect on signals meant to flow through the coil?;Low reactance at low frequencies;High reactance at low frequencies;Low reactance at high frequencies;High reactance at high frequencies;Qu'est-ce qui permet à une bobine d'arrêt RF d'avoir un effet négligeable sur les signaux qui doivent la traverser?;Une basse réactance aux fréquences basses;Une haute réactance aux fréquences basses;Une basse réactance aux fréquences élevées;Une haute réactance aux fréquences élevées
B-005-010-011;In general, the reactance of inductors increases with:;increasing AC frequency;decreasing AC frequency;decreasing applied voltage;increasing applied voltage;En général, la réactance d'une inductance augmente lorsque :;la fréquence augmente;la fréquence diminue;la tension appliquée diminue;la tension appliquée augmente
B-005-011-001;If no load is attached to the secondary winding of a transformer, what is current in the primary winding called?;Magnetizing current;Direct current;Latent current;Stabilizing current;Comment se nomme le courant qui circule dans l'enroulement primaire d'un transformateur lorsqu'aucune charge n'est raccordée au secondaire?;Le courant magnétisant;Le courant continu;Le courant latent;Le courant stabilisant
B-005-011-002;A transformer operates a 6.3 volt 2 ampere light bulb from its secondary winding. The input power to the primary winding is approximately:;13 watts;6 watts;8 watts;3 watts;Le secondaire d'un transformateur débite un courant de 2 ampères dans une lampe de 6,3 volts. Quelle est la valeur approximative de la puissance d'entrée à l'enroulement primaire?;13 watts;6 watts;8 watts;3 watts
B-005-011-003;A transformer has a 240 volt primary that draws a current of 250 milliamperes from the mains supply. Assuming no losses and only one secondary, what current would be available from the 12 volt secondary?;5 amperes;215 amperes;25 amperes;50 amperes;Le primaire d'un transformateur consomme 250 mA sous 240 volts. En supposant le transformateur sans pertes et un seul enroulement secondaire, quel est le courant fourni au secondaire sous 12 volts?;5 ampères;215 ampères;25 ampères;50 ampères
B-005-011-004;In a mains power transformer, the primary winding has 250 turns, and the secondary has 500. If the input voltage is 120 volts, the likely secondary voltage is:;240 V;480 V;610 V;26 V;Un transformateur comporte un primaire de 250 tours et un secondaire de 500 tours. Si la tension appliquée au primaire est de 120 volts, quelle tension devrait apparaître aux bornes de son secondaire?;240 V;480 V;610 V;26 V
B-005-011-005;The strength of the magnetic field around a conductor in air is:;directly proportional to the current in the conductor;inversely proportional to the diameter of the conductor;directly proportional to the diameter of the conductor;inversely proportional to the voltage on the conductor;L'intensité du champ magnétique autour d'un conducteur en espace libre est :;directement proportionnelle au courant qui circule dans le conducteur;inversement proportionnelle au diamètre du conducteur;directement proportionnelle au diamètre du conducteur;inversement proportionnelle à la tension aux bornes du conducteur
B-005-011-006;Maximum induced voltage in a coil occurs when:;current is going through its greatest rate of change;the current through the coil is of a DC nature;current is going through its least rate of change;the magnetic field around the coil is not changing;La tension induite dans une bobine est maximale quand :;le taux de variation du courant est maximal;le courant circulant dans la bobine est un courant continu;le taux de variation du courant est minimal;le champ magnétique entourant la bobine est stable
B-005-011-007;The voltage induced in a conductor moving in a magnetic field is at a maximum when the movement is:;perpendicular to the lines of force;made in a counter clockwise direction;parallel to the lines of force;made in a clockwise direction;La tension induite dans un conducteur qui se déplace dans un champ magnétique est maximale quand le mouvement :;est perpendiculaire aux lignes de force;se fait dans le sens inverse des aiguilles d'une montre;est parallèle aux lignes de force;se fait dans le sens des aiguilles d'une montre
B-005-011-008;A 100% efficient transformer has a turns ratio of 1/5. If the secondary current is 50 milliamperes, the primary current is:;0.25 A;2 500 mA;0.01 A;0.25 mA;Un transformateur comprend un primaire et un secondaire dont le rapport de transformation est de 1/5. En supposant un rendement de 100%, quel est le courant primaire si le secondaire fournit 50 mA?;0,25 A;2 500 mA;0,01 A;0,25 mA
B-005-011-009;A force of repulsion exists between two _________ magnetic poles.;like;unlike;positive;negative;Une force de répulsion existe entre deux pôles magnétiques :;de même nom;de noms contraires;positifs;négatifs
B-005-011-010;A permanent magnet would most likely be made from:;steel;copper;aluminum;brass;Un aimant permanent est le plus probablement fait en :;acier;cuivre;aluminium;laiton
B-005-011-011;The fact that energy transfer from primary to secondary windings in a power transformer is not perfect is indicated by:;warm iron laminations;electrostatic shielding;large secondary currents;high primary voltages;Qu'est-ce qui confirme le fait que le transfert d'énergie du primaire au secondaire d'un transformateur n'est pas parfait?;L'échauffement des lamelles de fer;Le blindage électrostatique;La présence de courants secondaires élevés;La présence d'une tension primaire élevée
